state,location,plz
Baden Württemberg,Neukirch,88099
Saarland,Schiffweiler,66578
Baden Württemberg,Rickenbach,79736
Bayern,Zöschingen,89447
Baden Württemberg,Lenningen,73252
Brandenburg,Uebigau Wahrenbrück,4938
Niedersachsen,Oldenburg Oldenburg,26137
Baden Württemberg,Schönau,69250
Thüringen,Kaltennordheim,36452
Baden Württemberg,Aglasterhausen,74858
Bayern,Rimbach,93485
Bayern,Goldkronach,95497
Sachsen,Espenhain,4579
Bayern,Merching,86504
Rheinland Pfalz,Lustadt,67363
Bayern,Wörth am Main,63939
Bayern,Neuhaus an der Pegnitz,91284
Baden Württemberg,Lauchheim,73466
Sachsen,Zwickau,9058
Bayern,Pettendorf,93186
Rheinland Pfalz,Thaleischweiler Fröschen,66987
Niedersachsen,Oederquart,21734
Nordrhein Westfalen,Anröchte,59609
Hessen,Frankenau,35110
Sachsen Anhalt,Burg,38288
Rheinland Pfalz,Dirmstein,67246
Rheinland Pfalz,Pickließem,54647
Nordrhein Westfalen,Dahlem,53949
Schleswig Holstein,Daldorf,24635
Nordrhein Westfalen,Odenthal,51419
Nordrhein Westfalen,Dorsten,45286
Bayern,München,89538
Saarland,Ensdorf,66806
Baden Württemberg,Dautmergen,72356
Bayern,Zell am Main,97299
Hessen,Frankfurt am Main,60347
Niedersachsen,Schwaförden,27252
Baden Württemberg,Kirchberg an der Jagst,74592
Mecklenburg Vorpommern,Semlow,18334
Schleswig Holstein,Kappeln,24736
Rheinland Pfalz,Trier,54925
Schleswig Holstein,Ziethen,23911
Bayern,Ottobeuren,87724
Niedersachsen,Regesbostel,21649
Bayern,Fünfstetten,86681
Thüringen,Stadtlengsfeld,36457
Rheinland Pfalz,Rheinböllen,55494
Baden Württemberg,Lichtenstein,72805
Sachsen,Pockau,9509
Bayern,Hohenpeißenberg,82383
Niedersachsen,Lauenförde,37697
Niedersachsen,Osloß,38557
Baden Württemberg,Häg Ehrsberg,79685
Baden Württemberg,Bühlertal,77830
Baden Württemberg,Altenriet,72567
Sachsen Anhalt,Förderstedt,39443
Bayern,Langenneufnach,86863
Bayern,Gerzen,84175
Rheinland Pfalz,Ramstein Miesenbach,66877
Sachsen,Plauen,852
Hessen,Trendelburg,34388
Bayern,München,81248
Rheinland Pfalz,Reichenbach Steegen,66879
Niedersachsen,Wrestedt,29559
Mecklenburg Vorpommern,Penzin,18249
Nordrhein Westfalen,Ennepetal,58265
Niedersachsen,Schnackenburg,29493
Berlin,Berlin,10355
Rheinland Pfalz,Niederirsen,57589
Bayern,Otterfing,83624
Niedersachsen,Emden,25723
Niedersachsen,Itterbeck,49847
Baden Württemberg,Dornstetten,72280
Sachsen,Dresden,1990
Sachsen Anhalt,Badingen,39628
Bayern,Weißenohe,91367
Brandenburg,Falkensee,14512
Rheinland Pfalz,Mainz,55516
Niedersachsen,Fürstenau,49584
Baden Württemberg,Mannheim,68168
Nordrhein Westfalen,Duisburg,45053
Schleswig Holstein,Schacht Audorf,24790
Hessen,Eschborn,65790
Niedersachsen,Beckdorf,21643
Bayern,Neubeuern,83115
Brandenburg,Welzow,1938
Baden Württemberg,Oberhausen Rheinhausen,68694
Bayern,Kunreuth,91358
Bayern,Denklingen,86920
Mecklenburg Vorpommern,Kröslin,17740
Thüringen,Kamsdorf,7334
Bayern,Walpertskirchen,85469
Niedersachsen,Northeim,31754
Baden Württemberg,Haßmersheim,74855
Baden Württemberg,Achstetten,88480
Niedersachsen,Binnen,31619
Bayern,Heideck,91180
Berlin,Berlin,12525
Schleswig Holstein,Barkelsby,24360
Bayern,Anzing,85646
Schleswig Holstein,Hörnum Sylt,25997
Bayern,Rothenburg ob der Tauber,91541
Baden Württemberg,Oberstenfeld,71720
Schleswig Holstein,Ascheberg Holstein,24326
Baden Württemberg,Hüttlingen,73460
Bayern,Windach,86949
Schleswig Holstein,Rabenkirchen Faulück,24407
Bayern,Erlenbach am Main,63906
Baden Württemberg,Elztal,74834
Baden Württemberg,Langenburg,74595
Rheinland Pfalz,Westheim Pfalz,67368
Rheinland Pfalz,Weingarten Pfalz,67366
Niedersachsen,Damnatz,29472
Baden Württemberg,Reichenau,78479
Baden Württemberg,Maulbronn,75433
Niedersachsen,Tosterglope,21371
Baden Württemberg,Freiburg im Breisgau,79109
Baden Württemberg,Grafenberg,72661
Baden Württemberg,Schlierbach,73278
Rheinland Pfalz,Siershahn,56427
Niedersachsen,Neuenkirchen Vörden,49434
Rheinland Pfalz,Piesport,54498
Niedersachsen,Tiddische,38473
Sachsen,Reichenbach im Vogtland,8486
Baden Württemberg,Winterbach,73650
Mecklenburg Vorpommern,Bastorf,18230
Niedersachsen,Bockenem,31167
Sachsen,Pretzschendorf,1771
Bayern,Kronach,96317
Baden Württemberg,Rheinmünster,77836
Baden Württemberg,Illingen,75428
Bayern,Alteglofsheim,93087
Bayern,Gstadt am Chiemsee,83257
Schleswig Holstein,Lentföhrden,24632
Schleswig Holstein,Bovenau,24796
Niedersachsen,Denkte,38321
Niedersachsen,Beedenbostel,29355
Saarland,Saarbrücken,66127
Rheinland Pfalz,Daun,54550
Rheinland Pfalz,Rieschweiler Mühlbach,66509
Niedersachsen,Werlte,49757
Bayern,Schonungen,97453
Baden Württemberg,Kirchberg an der Murr,71737
Baden Württemberg,Offenau,74254
Baden Württemberg,Marxzell,75359
Bayern,Weiler Simmerberg,88171
Hessen,Hattersheim am Main,65759
Baden Württemberg,Neuenbürg,75305
Baden Württemberg,Hohentengen am Hochrhein,79801
Schleswig Holstein,Süderstapel,25879
Saarland,Namborn,66640
Nordrhein Westfalen,Bochum,45809
Baden Württemberg,Limbach,74838
Hessen,Alheim,36211
Rheinland Pfalz,Dannstadt Schauernheim,67125
Baden Württemberg,Winterlingen,72474
Baden Württemberg,Erdmannhausen,71729
Rheinland Pfalz,Hanhofen,67374
Bayern,Breitenbrunn,87739
Bayern,Eschenbach in der Oberpfalz,92676
Baden Württemberg,Kappel Grafenhausen,77966
Baden Württemberg,Heilbronn,70472
Hessen,Meinhard,37276
Bayern,Mainleus,95336
Sachsen,Burkau,1906
Brandenburg,Uckerland,17337
Schleswig Holstein,Rendsburg,24757
Nordrhein Westfalen,Inden,52429
Sachsen Anhalt,Halle Saale,6018
Niedersachsen,Ronnenberg,30953
Niedersachsen,Hilkenbrook,26897
Baden Württemberg,Stuttgart,70181
Bayern,Hitzhofen,85122
Nordrhein Westfalen,Duisburg,47135
Berlin,Berlin,14159
Baden Württemberg,Murrhardt,71540
Baden Württemberg,Rot am See,74585
Hessen,Knüllwald,34593
Niedersachsen,Hagenburg,31558
Niedersachsen,Undeloh,21274
Brandenburg,Cottbus,3055
Bayern,Hohenpolding,84432
Nordrhein Westfalen,Kreuztal,57322
Baden Württemberg,Eschelbronn,74927
Nordrhein Westfalen,Bochum,44984
Nordrhein Westfalen,Unna,59428
Bayern,Weßling,82234
Sachsen Anhalt,Theißen,6711
Hessen,Driedorf,35759
Rheinland Pfalz,Merxheim,55627
Sachsen Anhalt,Huy,38836
Niedersachsen,Börßum,38312
Niedersachsen,Luhden,31711
Baden Württemberg,Gutach im Breisgau,79261
Baden Württemberg,Ötigheim,76470
Niedersachsen,Goldenstedt,49424
Nordrhein Westfalen,Düsseldorf,40689
Bayern,Krün,82493
Bayern,Oberdachstetten,91617
Schleswig Holstein,Sankt Margarethen,25572
Baden Württemberg,Mögglingen,73563
Sachsen,Leipzig,1409
Rheinland Pfalz,Dittelsheim Heßloch,67596
Schleswig Holstein,Großenaspe,24623
Baden Württemberg,Rielasingen Worblingen,78239
Hessen,Glashütten,64719
Bayern,Vilseck,92249
Schleswig Holstein,Wittenborn,23829
Bayern,Nürnberg,40419
Baden Württemberg,Böblingen,71302
Schleswig Holstein,Lübeck,23628
Sachsen,Zwickau,80860
Bayern,Deggendorf,64469
Bayern,Thierstein,95199
Thüringen,Breitungen/Werra,98597
Niedersachsen,Drestedt,21279
Sachsen,Nauwalde,1609
Niedersachsen,Wolsdorf,38379
Nordrhein Westfalen,Duisburg,41051
Rheinland Pfalz,Hagenbach,76767
Nordrhein Westfalen,Meerbusch,40688
Nordrhein Westfalen,Mülheim an der Ruhr,40478
Rheinland Pfalz,Oppenheim,55275
Hessen,Bad Arolsen,34454
Bayern,Kötz,89359
Bayern,Bad Hindelang,87541
Niedersachsen,Diepenau,31603
Baden Württemberg,Heiligkreuzsteinach,69253
Bayern,Westerheim,87784
Hessen,Wetzlar,35584
Rheinland Pfalz,Rhens,56321
Nordrhein Westfalen,Emmerich am Rhein,46466
Brandenburg,Am Mellensee,15838
Baden Württemberg,Berglen,73663
Bayern,Nagel,95697
Hessen,Frankfurt am Main,60485
Nordrhein Westfalen,Köln,59676
Baden Württemberg,Bartholomä,73566
Hessen,Biebertal,35444
Baden Württemberg,Donzdorf,73072
Rheinland Pfalz,Pottum,56459
Baden Württemberg,Mehrstetten,72537
Bayern,Laufach,63846
Baden Württemberg,Plüderhausen,73655
Schleswig Holstein,Breitenfelde,23881
Nordrhein Westfalen,Düsseldorf,50459
Mecklenburg Vorpommern,Niepars,18842
Bayern,Altusried,87452
Niedersachsen,Neetze,21387
Rheinland Pfalz,Lambsheim,67245
Schleswig Holstein,Seedorf,23883
Sachsen Anhalt,Calvörde,39359
Rheinland Pfalz,Hettenleidelheim,67310
Rheinland Pfalz,Bockenheim an der Weinstraße,67278
Mecklenburg Vorpommern,Jesendorf,19471
Bayern,Mammendorf,82291
Bayern,München,80635
Baden Württemberg,Oberhausen Rheinhausen,68794
Mecklenburg Vorpommern,Plate,19086
Brandenburg,Neustadt Dosse,16845
Schleswig Holstein,Hollingstedt,25788
Rheinland Pfalz,Neuburg am Rhein,76776
Nordrhein Westfalen,Mönchengladbach,41899
Bayern,Burgau,89331
Thüringen,Arnstadt,99319
Saarland,Saarbrücken,57500
Nordrhein Westfalen,Heiligenhaus,42597
Schleswig Holstein,Laboe,24535
Bayern,Sankt Englmar,94379
Bayern,Aschaffenburg,64741
Schleswig Holstein,Freienwill,24991
Bayern,Stamsried,93491
Bayern,Mallersdorf Pfaffenberg,84066
Niedersachsen,Sauensiek,21644
Sachsen,Mochau,4920
Bayern,Laaber,93164
Schleswig Holstein,Osterby,24367
Sachsen,Niederfrohna,9243
Bayern,Frontenhausen,84160
Hessen,Offenbach am Main,60371
Baden Württemberg,Sölden,79294
Brandenburg,Zossen,15906
Bayern,Wackersdorf,92442
Bayern,Wolframs Eschenbach,91639
Schleswig Holstein,Neukirchen,23779
Baden Württemberg,Allmersbach im Tal,71573
Schleswig Holstein,Bosau,23715
Niedersachsen,Wanna,21776
Hessen,Weinbach,35796
Nordrhein Westfalen,Lage,22929
Bayern,Unsleben,97618
Niedersachsen,Seevetal,2122
Niedersachsen,Salzhausen,21376
Bayern,Neukirchen bei Heiligen Blut,93453
Sachsen,Großolbersdorf,9434
Bayern,Lautertal,96486
Bayern,Sulzfeld am Main,97320
Thüringen,Harra,7366
Niedersachsen,Walchum,26907
Baden Württemberg,Rohrdorf,72229
Baden Württemberg,Neuler,73491
Hessen,Wartenberg,36367
Rheinland Pfalz,Horbruch,55483
Baden Württemberg,Herdwangen Schönach,88634
Baden Württemberg,Argenbühl,88260
Bayern,Steinhöring,85643
Bayern,Kochel am See,82430
Nordrhein Westfalen,Rödinghausen,32289
Bayern,Aschaffenburg,63839
Bayern,Forstinning,85561
Schleswig Holstein,Harrislee,23955
Baden Württemberg,Merzhausen,79249
Sachsen Anhalt,Steinfeld Altmark,39599
Bayern,Pressath,92690
Hessen,Langen Hessen,63325
Rheinland Pfalz,Nörtershausen,56283
Saarland,Nonnweiler,66620
Baden Württemberg,Römerstein,72587
Rheinland Pfalz,Saffig,56648
Nordrhein Westfalen,Bad Salzuflen,32015
Baden Württemberg,Ostelsheim,75395
Baden Württemberg,Bodnegg,88285
Baden Württemberg,Mannheim,68158
Baden Württemberg,Bad Bellingen,79412
Bayern,Volkenschwand,84106
Bayern,Augsburg,86137
Bayern,Gerolzhofen,97447
Bayern,Maroldsweisach,96126
Bayern,Prackenbach,94267
Hessen,Brombachtal,64753
Berlin,Berlin,12009
Bayern,Wertach,87497
Sachsen,Neumark,8494
Niedersachsen,Harpstedt,27243
Nordrhein Westfalen,Wesel,47485
Rheinland Pfalz,Schönecken,54614
Baden Württemberg,Eberstadt,74246
Niedersachsen,Sickte,38173
Rheinland Pfalz,Pellingen,54331
Brandenburg,Fürstenberg/Havel,16789
Baden Württemberg,Walldorf,69160
Hessen,Bad Homburg vor der Höhe,63152
Niedersachsen,Kreiensen,37547
Baden Württemberg,Geisingen,78187
Rheinland Pfalz,Grolsheim,55459
Bayern,Eckental,90542
Bayern,Ramsau bei Berchtesgaden,83486
Nordrhein Westfalen,Rheinberg,47395
Schleswig Holstein,Ostenfeld Husum,25872
Sachsen,Königswartha,2699
Bayern,Memmingerberg,87766
Brandenburg,Mühlenbecker Land,16567
Schleswig Holstein,Loose,24366
Bayern,Mistelbach,95511
Thüringen,Erfurt,99090
Baden Württemberg,Geislingen,72351
Niedersachsen,Vögelsen,21360
Mecklenburg Vorpommern,Wendisch Waren,19399
Hessen,Mossautal,64756
Mecklenburg Vorpommern,Ribnitz Damgarten,3821
Niedersachsen,Wittingen,29379
Bayern,Tussenhausen,86874
Rheinland Pfalz,Simmertal,55618
Sachsen,Großolbersdorf,9432
Niedersachsen,Ehra Lessien,38468
Niedersachsen,Kirchlinteln,27308
Nordrhein Westfalen,Essen,42527
Bayern,Grafling,94539
Baden Württemberg,Stuttgart,70171
Bayern,Hengersberg,94491
Baden Württemberg,Schwendi,88477
Bayern,Ingolstadt,85052
Bayern,Neuried,82081
Baden Württemberg,Hochdorf,88454
Bayern,Ursberg,86513
Sachsen,Stadt Wehlen,1829
Schleswig Holstein,Goldelund,25862
Baden Württemberg,Munderkingen,89597
Baden Württemberg,Mühlhausen,69242
Bayern,Willmering,93497
Nordrhein Westfalen,Niederzier,52383
Niedersachsen,Vierhöfen,21444
Niedersachsen,Hildesheim,30134
Rheinland Pfalz,Nohn,54578
Rheinland Pfalz,Bruchmühlbach Miesau,66892
Bayern,Straßlach Dingharting,82064
Niedersachsen,Estorf,21727
Bayern,Großaitingen,86845
Hessen,Kronberg im Taunus,61467
Bayern,Asbach Bäumenheim,86663
Bayern,Pürgen,86932
Baden Württemberg,Deggenhausertal,88693
Brandenburg,Bestensee,15471
Bayern,Viereth Trunstadt,96191
Bayern,Weichering,86076
Baden Württemberg,Riederich,72585
Rheinland Pfalz,Klotten,56818
Brandenburg,Zeuthen,10738
Niedersachsen,Selsingen,27446
Baden Württemberg,Schiltach,77761
Niedersachsen,Thuine,49832
Bayern,Untersiemau,96253
Baden Württemberg,Malterdingen,79364
Hessen,Edermünde,34295
Niedersachsen,Braunschweig,30106
Hessen,Hauneck,36282
Bayern,Garching an der Alz,84518
Rheinland Pfalz,Alsenz,67821
Bayern,Bruck in der Oberpfalz,92436
Rheinland Pfalz,Windhagen,53578
Bayern,Tüßling,84577
Niedersachsen,Steimbke,31634
Schleswig Holstein,Kisdorf,24629
Baden Württemberg,Schwäbisch Hall,75423
Schleswig Holstein,Ahrensburg,22621
Bayern,Aschau am Inn,84544
Bayern,Feichten an der Alz,84550
Hessen,Villmar,65606
Rheinland Pfalz,Kaiserslautern,67665
Baden Württemberg,Kenzingen,79341
Hamburg,Hamburg,22352
Bayern,Teisendorf,83317
Baden Württemberg,Waldburg,88289
Nordrhein Westfalen,Bochum,44897
Baden Württemberg,Appenweier,77767
Bayern,Buchenberg,87474
Baden Württemberg,Neckartailfingen,72666
Hessen,Volkmarsen,34471
Brandenburg,Baruth/Mark,15837
Niedersachsen,Braunschweig,31800
Baden Württemberg,Adelsheim,74740
Bremen,Bremen,28230
Bayern,Köfering,93096
Sachsen,Amtsberg,9439
Rheinland Pfalz,Temmels,54441
Bayern,Tapfheim,86660
Baden Württemberg,Hausach,77756
Bayern,Aicha vorm Wald,94529
Bayern,Warngau,83627
Bayern,Rauhenebrach,96181
Baden Württemberg,Loßburg,72290
Nordrhein Westfalen,Haan,42871
Bayern,Unterwössen,83246
Bayern,Obergriesbach,86573
Schleswig Holstein,Drage,25878
Thüringen,Heldrungen,6577
Bayern,Bischberg,96120
Baden Württemberg,Waldenburg,74638
Hessen,Cornberg,36219
Baden Württemberg,Neresheim,73450
Baden Württemberg,Sasbach am Kaiserstuhl,79361
Bayern,Söchtenau,83139
Sachsen,Dresden,1236
Nordrhein Westfalen,Kirchhundem,57399
Thüringen,Erfurt,88089
Schleswig Holstein,Wasbek,24647
Bayern,Wasserlosen,97535
Nordrhein Westfalen,Krefeld,47289
Nordrhein Westfalen,Recklinghausen,45664
Bayern,Thüngersheim,97291
Baden Württemberg,Westhausen,73463
Bayern,Neustadt an der Waldnaab,92660
Nordrhein Westfalen,Haltern am See,46721
Bayern,Leutenbach,91359
Schleswig Holstein,Nahe,23866
Bayern,Regnitzlosau,95194
Rheinland Pfalz,Edesheim,67483
Niedersachsen,Auetal,31749
Niedersachsen,Niedernwöhren,31712
Baden Württemberg,Altheim Alb,89174
Bayern,Faulbach,97906
Schleswig Holstein,Uetersen,25496
Schleswig Holstein,Brunsbüttel,25715
Bayern,Andechs,82346
Schleswig Holstein,Uelvesbüll,25889
Bayern,Eppishausen,87745
Niedersachsen,Natendorf,29587
Baden Württemberg,Illerrieden,89186
Baden Württemberg,Daisendorf,88718
Hessen,Neukirchen,34626
Baden Württemberg,Leutkirch im Allgäu,88299
Nordrhein Westfalen,Legden,48739
Niedersachsen,Gifhorn,38517
Rheinland Pfalz,Thalfang,54424
Baden Württemberg,Oberharmersbach,77784
Bayern,Mettenheim,84562
Niedersachsen,Emsbüren,48488
Niedersachsen,Bad Salzdetfurth,33162
Bayern,Neuburg an der Kammel,86476
Schleswig Holstein,Grebin,24329
Baden Württemberg,Moos,78345
Baden Württemberg,Mainhardt,74535
Niedersachsen,Celle,29923
Thüringen,Brotterode,98599
Bayern,Waldmünchen,93449
Bayern,Reichenberg,97234
Sachsen,Zwenkau,4440
Bayern,Hohenfurch,86978
Nordrhein Westfalen,Gelsenkirchen,44896
Niedersachsen,Staufenberg,34355
Bayern,Traitsching,93455
Nordrhein Westfalen,Wuppertal,42282
Bayern,Prutting,83134
Brandenburg,Schipkau,1998
Baden Württemberg,Neuweiler,75389
Bayern,Mittelneufnach,86868
Niedersachsen,Brietlingen,21382
Thüringen,Tambach Dietharz/Thüringer Wald,99897
Thüringen,Königsee,7426
Bayern,Güntersleben,97261
Hessen,Bad Nauheim,63231
Niedersachsen,Hannover,50559
Mecklenburg Vorpommern,Wokuhl Dabelow,17237
Nordrhein Westfalen,Euskirchen,53878
Hessen,Birkenau,69488
Bayern,Böhmfeld,85113
Baden Württemberg,Mundelsheim,74395
Bayern,Bamberg,96522
Rheinland Pfalz,Pommern,56829
Niedersachsen,Ribbesbüttel,38551
Bayern,München,82477
Baden Württemberg,Wutöschingen,79793
Baden Württemberg,Biberach,77781
Schleswig Holstein,Sankt Michaelisdonn,25693
Saarland,Saarbrücken,57540
Bayern,Hausen,91353
Bayern,Igensdorf,91338
Niedersachsen,Stade,21683
Bayern,Weichs,85258
Baden Württemberg,Rosengarten,74538
Mecklenburg Vorpommern,Lelkendorf,17168
Niedersachsen,Suthfeld,31555
Bayern,Ebersdorf bei Coburg,96237
Niedersachsen,Dörverden,27313
Bayern,Berngau,92361
Bayern,Hiltenfingen,86856
Schleswig Holstein,Borstel Hohenraden,25494
Bayern,Bodenkirchen,84155
Bayern,Surberg,83362
Brandenburg,Bernau bei Berlin,16311
Sachsen,Belgern,4874
Baden Württemberg,Laudenbach,69514
Rheinland Pfalz,Altleiningen,67317
Bayern,Sankt Oswald Riedlhütte,94566
Schleswig Holstein,Hoisdorf,22955
Niedersachsen,Hannover,3017
Brandenburg,Rheinsberg,16837
Bayern,Bergrheinfeld,97493
Sachsen,Kodersdorf,2923
Schleswig Holstein,Wrohm,25799
Niedersachsen,Gnarrenburg,27442
Bayern,Poing,85486
Baden Württemberg,Trochtelfingen,72818
Niedersachsen,Hagen am Teutoburger Wald,49170
Baden Württemberg,Aldingen,78554
Baden Württemberg,Zaisenhausen,75059
Niedersachsen,Filsum,26849
Schleswig Holstein,Grevenkrug,24241
Baden Württemberg,Dietingen,78661
Bayern,Presseck,95355
Bayern,Malgersdorf,84333
Bayern,Weißenstadt,95163
Rheinland Pfalz,Moselkern,56254
Baden Württemberg,Ortenberg,77799
Niedersachsen,Hoogstede,49846
Schleswig Holstein,Basedow,21483
Thüringen,Dornburg Camburg,7774
Bayern,Weidhausen bei Coburg,96279
Bayern,Wörth an der Isar,84109
Baden Württemberg,Erkenbrechtsweiler,73268
Bayern,Oberpframmern,85667
Nordrhein Westfalen,Meckenheim,55540
Baden Württemberg,Karlsruhe,71633
Baden Württemberg,Karlsbad,76037
Niedersachsen,Nordenham,36954
Schleswig Holstein,Neuberend,24850
Rheinland Pfalz,Brücken Pfalz,66904
Baden Württemberg,Schlaitdorf,72667
Bayern,Burkardroth,97705
Rheinland Pfalz,Flörsheim Dalsheim,67592
Hessen,Gemünden Felda,35329
Schleswig Holstein,Emkendorf,24802
Bayern,Nordendorf,86695
Schleswig Holstein,Wensin,23827
Baden Württemberg,Riedlingen,88499
Sachsen Anhalt,Colbitz,39236
Bayern,Hettstadt,97265
Schleswig Holstein,Ahlefeld Bistensee,24358
Bayern,Kasendorf,95359
Baden Württemberg,Börtlingen,73104
Niedersachsen,Schwerinsdorf,26835
Hessen,Offenbach am Main,63076
Niedersachsen,Osnabrück,48079
Bayern,Obersöchering,82395
Bayern,Nabburg,92507
Rheinland Pfalz,Ruppertsberg,67152
Nordrhein Westfalen,Bielefeld,33062
Bayern,Ohlstadt,82441
Bayern,Pähl,82396
Bayern,Altfraunhofen,84169
Brandenburg,Lieberose,15868
Rheinland Pfalz,Elben,57580
Baden Württemberg,Königsfeld im Schwarzwald,78126
Hessen,Bad Homburg vor der Höhe,61351
Baden Württemberg,Staig,89195
Thüringen,Meuselbach Schwarzmühle,98746
Baden Württemberg,Stegen,79525
Hessen,Kriftel,65380
Baden Württemberg,Wilhelmsfeld,69259
Thüringen,Buchfart,99441
Bayern,Weihmichl,84107
Bayern,Kammlach,87754
Sachsen Anhalt,Bernburg Saale,4606
Bayern,Neubrunn,97277
Bayern,Pfeffenhausen,84076
Bayern,Hilgertshausen Tandern,86567
Bayern,Neudrossenfeld,95512
Schleswig Holstein,Klein Wesenberg,23860
Saarland,Lebach,66822
Niedersachsen,Groß Oesingen,29393
Niedersachsen,Brackel,21438
Bayern,Neuburg am Inn,94127
Rheinland Pfalz,Brohl Lützing,56656
Nordrhein Westfalen,Velbert,42459
Baden Württemberg,Ostrach,88356
Baden Württemberg,Albershausen,73095
Nordrhein Westfalen,Mettingen,49497
Sachsen,Leipzig,4136
Rheinland Pfalz,Nickenich,56145
Nordrhein Westfalen,Olpe,57426
Nordrhein Westfalen,Hilchenbach,52271
Hessen,Limeshain,63694
Hessen,Echzell,61209
Bayern,Schnelldorf,91625
Bayern,Grainau,82491
Niedersachsen,Tespe,21395
Baden Württemberg,Rangendingen,72414
Bayern,Wellheim,91809
Bayern,Bärnau,95671
Bayern,Valley,83626
Bayern,Krün,82494
Hessen,Homberg Ohm,35315
Rheinland Pfalz,Dillendorf,55481
Baden Württemberg,Dogern,79804
Rheinland Pfalz,Reinsfeld,54421
Sachsen,Meißen,1661
Nordrhein Westfalen,Löhne,32854
Baden Württemberg,Gailingen am Hochrhein,78262
Nordrhein Westfalen,Herdecke,58813
Niedersachsen,Wriedel,29656
Bayern,Thurnau,95349
Rheinland Pfalz,Koblenz,56065
Rheinland Pfalz,Heßheim,67258
Sachsen Anhalt,Nienburg Saale,6429
Sachsen,Chemnitz,9331
Rheinland Pfalz,Mainz,52118
Baden Württemberg,Stuttgart,70463
Baden Württemberg,Pfaffenhofen,74397
Rheinland Pfalz,Bad Kreuznach,55544
Rheinland Pfalz,Gehrweiler,67724
Nordrhein Westfalen,Düsseldorf,40467
Niedersachsen,Bunde,26831
Baden Württemberg,Schwäbisch Gmünd,73535
Baden Württemberg,Krautheim,74238
Rheinland Pfalz,Ramsen,67305
Baden Württemberg,Eschbach,79427
Baden Württemberg,Willstätt,77731
Niedersachsen,Algermissen,31119
Bayern,Pöttmes,86554
Saarland,Bous,66759
Baden Württemberg,Marxzell,76539
Hessen,Waldbrunn Westerwald,65620
Bayern,Pförring,85104
Bayern,Saal an der Donau,93342
Bayern,Ihrlerstein,93346
Niedersachsen,Wulften,37199
Hessen,Wetzlar,35583
Bayern,Königsdorf,82549
Baden Württemberg,Deißlingen,78652
Bayern,Vilsbiburg,84317
Baden Württemberg,Dettenheim,76706
Baden Württemberg,Hohenstadt,73345
Niedersachsen,Thomasburg,21401
Hessen,Witzenhausen,37217
Thüringen,Remptendorf,7368
Sachsen,Leipzig,4138
Bayern,Eging am See,94535
Schleswig Holstein,Kollmar,25377
Baden Württemberg,Alfdorf,73553
Niedersachsen,Altenau,38707
Hessen,Hofbieber,36145
Saarland,Saarbrücken,66131
Bayern,Mühlhausen,96172
Bayern,Theres,97531
Rheinland Pfalz,Niederfischbach,57572
Niedersachsen,Ahlerstedt,21702
Niedersachsen,Osnabrück,49079
Nordrhein Westfalen,Essen,45237
Bayern,Dammbach,63874
Bayern,München,81873
Nordrhein Westfalen,Westerkappeln,49492
Hessen,Rauschenberg,35282
Baden Württemberg,Blaubeuren,89141
Rheinland Pfalz,Koblenz,56012
Bayern,Dürrlauingen,89350
Baden Württemberg,Riegel am Kaiserstuhl,79359
Schleswig Holstein,Rieseby,24354
Niedersachsen,Bröckel,29356
Thüringen,Gräfenthal,98743
Sachsen,Bad Schlema,8301
Bayern,Walderbach,93194
Bayern,Legau,87764
Bayern,Unterneukirchen,84579
Schleswig Holstein,Bilsen,25485
Rheinland Pfalz,Wassenach,56653
Hessen,Wetzlar,35579
Bayern,Oberau,82496
Sachsen Anhalt,Groß Quenstedt,38822
Hessen,Friedberg Hessen,61186
Bayern,Frasdorf,83112
Bayern,Bischofsgrün,95493
Baden Württemberg,Buggingen,79426
Baden Württemberg,Kupferzell,74635
Bayern,Windorf,94575
Sachsen Anhalt,Genthin,39302
Nordrhein Westfalen,Arnsberg,59757
Nordrhein Westfalen,Hürtgenwald,52393
Brandenburg,Märkisch Buchholz,15748
Thüringen,Elxleben,99189
Baden Württemberg,Albstadt,72459
Nordrhein Westfalen,Wuppertal,43249
Hamburg,Hamburg,22253
Baden Württemberg,Seelbach,77960
Baden Württemberg,Wurmlingen,78573
Bayern,Amorbach,63916
Bayern,Ostheim vor der Rhön,97645
Bayern,Emmering,82275
Rheinland Pfalz,Kriegsfeld,67819
Bayern,Weiherhammer,92729
Bayern,Oy Mittelberg,87466
Sachsen Anhalt,Rieder,6483
Rheinland Pfalz,Frankenthal Pfalz,67277
Rheinland Pfalz,Insheim,76865
Niedersachsen,Wriedel,29565
Nordrhein Westfalen,Krefeld,47730
Baden Württemberg,Eisingen,75239
Rheinland Pfalz,Neuhemsbach,67680
Hessen,Bad Soden am Taunus,61812
Bayern,München,80673
Schleswig Holstein,Uetersen,25346
Baden Württemberg,Walldorf,69180
Brandenburg,Potsdam,14667
Baden Württemberg,Bischweier,76476
Nordrhein Westfalen,Eschweiler,52244
Schleswig Holstein,Bargfeld Stegen,23863
Rheinland Pfalz,Birken Honigsessen,57587
Hessen,Neuental,34599
Hamburg,Hamburg,22115
Bayern,Röthlein,97520
Rheinland Pfalz,Obermoschel,67823
Hessen,Darmstadt,64382
Baden Württemberg,Epfenbach,74925
Baden Württemberg,Hayingen,72534
Baden Württemberg,Gosheim,78559
Rheinland Pfalz,Kell am See,54427
Sachsen Anhalt,Wegeleben,38828
Berlin,Berlin,12095
